Time,HitBTC->Poloniex,,,Bitfinex->HitBTC,,,Bitkonan->HitBTC,,
,Coins,Profit,2xProfit,Coins,Profit,2xProfit,Coins,Profit,2xProfit
Sat Jun  3 23:01:46 2017,30.0,2.000000000002868e-06,0.001004000000000006,36.0,8.000000000008868e-06,0.001016000000000018,1.0,0.004008492856834733,0.009016985713669465
Sat Jun  3 23:02:21 2017,25.0,8.673617379884035e-19,0.001000000000000002,48.0,8.000000000008868e-06,0.001016000000000018,1.0,0.004008492856834733,0.009016985713669465
